MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
PA-Pittsburgh,40.471332,-79.863986,Wells Fargo ,2792651850,1580,0.013,35727397,Deposits,TRUE,FALSE,0.98410452,0.097579553,10.08515098,16,633,0.09915568,Poor,,,,
PA-Pittsburgh,40.471332,-79.863986,WesBanco Bank,2792651850,1580,0.011,0,Deposits,FALSE,TRUE,0,0.097579553,0,6,252,inf,Good,,,,
RI-MA-Providence-Warwick,41.70684,-71.286687,BMO,143256180,837,0.042,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
RI-MA-Providence-Warwick,41.70684,-71.286687,Bank Rhode Island,143256180,837,0.117,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,2,11,inf,Excellent,399,53.26,5,4.828764551
RI-MA-Providence-Warwick,41.70684,-71.286687,Bank of America,143256180,837,0.026,452723,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,99.64,16,4.310116419
RI-MA-Providence-Warwick,41.70684,-71.286687,Bank of New York Mellon,143256180,837,0,11277,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,7,462,inf,Good,427,10.7,2,4.112149533
RI-MA-Providence-Warwick,41.70684,-71.286687,BankNewport (RI),143256180,837,0.052,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,3,53,inf,Excellent,429,13.68,2,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Citizens Bank,143256180,837,0.323,21694720,Credit_Cash_Management,FALSE,TRUE,0.468854578,0.240997826,1.94547223,9,616,0.514014019,Fair,4841,125.23,18,4.293220474
RI-MA-Providence-Warwick,41.70684,-71.286687,Eastern Bank,143256180,837,0.052,7515854,Credit_Cash_Management,FALSE,TRUE,1.008931369,0.240997826,4.186474984,10,665,0.238864439,Poor,,,,
RI-MA-Providence-Warwick,41.70684,-71.286687,Huntington National Bank,143256180,837,0.049,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,4,59,inf,Excellent,1676,16.4,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Intuit GoPayment,143256180,837,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
RI-MA-Providence-Warwick,41.70684,-71.286687,JPMorgan,143256180,837,0.006,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,23.23,8,4.94834266
RI-MA-Providence-Warwick,41.70684,-71.286687,PayPal,143256180,837,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,27.1,3,4.350553506
RI-MA-Providence-Warwick,41.70684,-71.286687,Rockland Trust Co.,143256180,837,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,6,292,inf,Good,2702,8.2,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Santander,143256180,837,0.228,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,1,2,inf,Excellent,2776,13.92,5,4.172413793
RI-MA-Providence-Warwick,41.70684,-71.286687,TD Bank,143256180,837,0.028,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3021,31.26,6,4.592450416
RI-MA-Providence-Warwick,41.70684,-71.286687,Washington Trust Company of Westerly,143256180,837,0.033,0,Credit_Cash_Management,FALSE,TRUE,0,0.240997826,0,5,98,inf,Excellent,3263,9.5,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Webster Bank,143256180,837,0.028,1435841,Credit_Cash_Management,FALSE,TRUE,0.357960374,0.240997826,1.485326153,8,588,0.673252806,Fair,3275,19,2,4.5
RI-MA-Providence-Warwick,41.70684,-71.286687,Bank Rhode Island,1494668063,837,0.096,0,Deposits,FALSE,TRUE,0,0.101076835,0,1,28,inf,Excellent,399,53.26,5,4.828764551
RI-MA-Providence-Warwick,41.70684,-71.286687,Bank of America,1494668063,837,0.211,166157165,Deposits,TRUE,FALSE,,,,,,,,4836,99.64,16,4.310116419
RI-MA-Providence-Warwick,41.70684,-71.286687,BankNewport (RI),1494668063,837,0.015,0,Deposits,FALSE,TRUE,0,0.101076835,0,6,218,inf,Good,429,13.68,2,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Citizens Bank,1494668063,837,0.247,12269639,Deposits,FALSE,TRUE,0.033234571,0.101076835,0.328805023,7,466,3.041316066,Excellent,4841,125.23,18,4.293220474
RI-MA-Providence-Warwick,41.70684,-71.286687,Huntington National Bank,1494668063,837,0.024,0,Deposits,FALSE,TRUE,0,0.101076835,0,5,154,inf,Excellent,1676,16.4,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Intuit GoPayment,1494668063,837,0.025,0,Deposits,TRUE,FALSE,,,,,,,,,,,
RI-MA-Providence-Warwick,41.70684,-71.286687,JPMorgan,1494668063,837,0.026,0,Deposits,TRUE,FALSE,,,,,,,,1804,23.23,8,4.94834266
RI-MA-Providence-Warwick,41.70684,-71.286687,Rockland Trust Co.,1494668063,837,0.046,0,Deposits,FALSE,TRUE,0,0.101076835,0,3,76,inf,Excellent,2702,8.2,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Santander,1494668063,837,0.034,0,Deposits,FALSE,TRUE,0,0.101076835,0,4,109,inf,Excellent,2776,13.92,5,4.172413793
RI-MA-Providence-Warwick,41.70684,-71.286687,TD Bank,1494668063,837,0.1,0,Deposits,TRUE,FALSE,,,,,,,,3021,31.26,6,4.592450416
RI-MA-Providence-Warwick,41.70684,-71.286687,Washington Trust Company of Westerly,1494668063,837,0.088,0,Deposits,FALSE,TRUE,0,0.101076835,0,2,30,inf,Excellent,3263,9.5,1,5
RI-MA-Providence-Warwick,41.70684,-71.286687,Webster Bank,1494668063,837,0.069,81246601,Deposits,FALSE,TRUE,0.787791618,0.101076835,7.793987815,8,619,0.128304024,Poor,3275,19,2,4.5
TN-MS-AR-Memphis,35.010307,-89.820503,Authorize.Net,107614012,661,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6030,16.8,2,3.5
TN-MS-AR-Memphis,35.010307,-89.820503,Bank of America,107614012,661,0.032,2163497,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,78.71,17,4.502731546
TN-MS-AR-Memphis,35.010307,-89.820503,Bank of Bartlett,107614012,661,0.026,0,Credit_Cash_Management,FALSE,TRUE,0,0.128689295,0,3,120,inf,Excellent,,,,
TN-MS-AR-Memphis,35.010307,-89.820503,Cadence Bank,107614012,661,0.074,0,Credit_Cash_Management,FALSE,TRUE,0,0.128689295,0,1,33,inf,Excellent,4551,28.22,4,5
TN-MS-AR-Memphis,35.010307,-89.820503,Caterpillar Inc.,107614012,661,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,727,8.4,1,4
TN-MS-AR-Memphis,35.010307,-89.820503,Fidelity International,107614012,661,0.034,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1265,15.74,2,5
TN-MS-AR-Memphis,35.010307,-89.820503,First Bank (TN),107614012,661,0.042,0,Credit_Cash_Management,FALSE,TRUE,0,0.128689295,0,2,72,inf,Excellent,1289,17.4,2,4.482758621
TN-MS-AR-Memphis,35.010307,-89.820503,First Horizon,107614012,661,0.224,2860529,Credit_Cash_Management,FALSE,TRUE,0.118666877,0.128689295,0.922119257,8,557,1.084458428,Good,1360,117.34,14,4.280637464
TN-MS-AR-Memphis,35.010307,-89.820503,Ford Motor,107614012,661,0.002,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1384,8.4,1,4
TN-MS-AR-Memphis,35.010307,-89.820503,INSOUTH Bank,107614012,661,0.012,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1701,8.4,1,4
TN-MS-AR-Memphis,35.010307,-89.820503,Intuit GoPayment,107614012,661,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5877,7.82,1,5
TN-MS-AR-Memphis,35.010307,-89.820503,PNC Bank,107614012,661,0.008,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,33.35,7,4.748125937
TN-MS-AR-Memphis,35.010307,-89.820503,PayPal,107614012,661,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,8.7,2,5
TN-MS-AR-Memphis,35.010307,-89.820503,Pinnacle Financial,107614012,661,0.118,1315568,Credit_Cash_Management,FALSE,TRUE,0.103600648,0.128689295,0.8050448,7,548,1.242166896,Good,4694,75.63,9,4.423112521
TN-MS-AR-Memphis,35.010307,-89.820503,Regions Bank,107614012,661,0.071,27923,Credit_Cash_Management,FALSE,TRUE,0.003654558,0.128689295,0.028398309,6,491,35.2133641,Excellent,2665,48.12,7,3.748753117
TN-MS-AR-Memphis,35.010307,-89.820503,Renasant Bank,107614012,661,0.017,1315568,Credit_Cash_Management,FALSE,TRUE,0.719110379,0.128689295,5.587958021,10,680,0.178956248,Poor,4496,21.07,2,3.797342193
TN-MS-AR-Memphis,35.010307,-89.820503,Simmons First Bank,107614012,661,0.13,4534620,Credit_Cash_Management,FALSE,TRUE,0.324137086,0.128689295,2.518757183,9,633,0.3970212,Poor,2847,38.14,4,3.447561615
TN-MS-AR-Memphis,35.010307,-89.820503,Toyota Financial Services,107614012,661,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TN-MS-AR-Memphis,35.010307,-89.820503,Truist,107614012,661,0.044,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6590,34.2,6,4.245614035
TN-MS-AR-Memphis,35.010307,-89.820503,Trustmark,107614012,661,0.013,0,Credit_Cash_Management,FALSE,TRUE,0,0.128689295,0,4,198,inf,Good,3128,16.8,2,4.5
TN-MS-AR-Memphis,35.010307,-89.820503,Wells Fargo ,107614012,661,0.011,0,Credit_Cash_Management,TRUE,FALSE,0,0.128689295,0,5,223,inf,Good,,,,
TN-MS-AR-Memphis,35.010307,-89.820503,Bank of America,1243484532,660,0.012,14864518,Deposits,TRUE,FALSE,,,,,,,,4836,78.71,17,4.502731546
TN-MS-AR-Memphis,35.010307,-89.820503,Bank of Bartlett,1243484532,660,0.013,0,Deposits,FALSE,TRUE,0,0.059819579,0,8,239,inf,Good,,,,
TN-MS-AR-Memphis,35.010307,-89.820503,Cadence Bank,1243484532,660,0.148,0,Deposits,FALSE,TRUE,0,0.059819579,0,2,10,inf,Excellent,4551,28.22,4,5
TN-MS-AR-Memphis,35.010307,-89.820503,Fidelity International,1243484532,660,0.035,0,Deposits,TRUE,FALSE,,,,,,,,1265,15.74,2,5
TN-MS-AR-Memphis,35.010307,-89.820503,First Bank (TN),1243484532,660,0.028,0,Deposits,FALSE,TRUE,0,0.059819579,0,6,136,inf,Excellent,1289,17.4,2,4.482758621
TN-MS-AR-Memphis,35.010307,-89.820503,First Horizon,1243484532,660,0.289,66425556,Deposits,FALSE,TRUE,0.184840429,0.059819579,3.089965398,9,584,0.323628219,Poor,1360,117.34,14,4.280637464
TN-MS-AR-Memphis,35.010307,-89.820503,INSOUTH Bank,1243484532,660,0.006,0,Deposits,TRUE,FALSE,,,,,,,,1701,8.4,1,4
TN-MS-AR-Memphis,35.010307,-89.820503,PNC Bank,1243484532,660,0.016,0,Deposits,TRUE,FALSE,,,,,,,,2444,33.35,7,4.748125937
TN-MS-AR-Memphis,35.010307,-89.820503,Pinnacle Financial,1243484532,660,0.153,0,Deposits,FALSE,TRUE,0,0.059819579,0,1,9,inf,Excellent,4694,75.63,9,4.423112521
TN-MS-AR-Memphis,35.010307,-89.820503,Regions Bank,1243484532,660,0.123,0,Deposits,FALSE,TRUE,0,0.059819579,0,3,18,inf,Excellent,2665,48.12,7,3.748753117
TN-MS-AR-Memphis,35.010307,-89.820503,Renasant Bank,1243484532,660,0.019,0,Deposits,FALSE,TRUE,0,0.059819579,0,7,185,inf,Good,4496,21.07,2,3.797342193
TN-MS-AR-Memphis,35.010307,-89.820503,Simmons First Bank,1243484532,660,0.079,0,Deposits,FALSE,TRUE,0,0.059819579,0,4,35,inf,Excellent,2847,38.14,4,3.447561615
TN-MS-AR-Memphis,35.010307,-89.820503,Truist,1243484532,660,0.04,0,Deposits,TRUE,FALSE,,,,,,,,6590,34.2,6,4.245614035
TN-MS-AR-Memphis,35.010307,-89.820503,Trustmark,1243484532,660,0.041,0,Deposits,FALSE,TRUE,0,0.059819579,0,5,92,inf,Excellent,3128,16.8,2,4.5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Ally Bank (formerly GMAC),245136651,1343,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Authorize.Net,245136651,1343,0,10259,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6030,19.78,2,3.575328615
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Bank of America,245136651,1343,0.04,788711,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,84.33,14,4.331673189
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Barclays,245136651,1343,0.005,1229347,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,CIBC,245136651,1343,0.04,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,3,79,inf,Excellent,628,3.94,1,4
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Cadence Bank,245136651,1343,0.005,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,9,311,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Capital One,245136651,1343,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4859,16.28,5,4.363022113
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Card Pointe,245136651,1343,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Citi,245136651,1343,0.016,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,804,39,12,4.595897436
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,"Citizens Bank (TN, VA)",245136651,1343,0.022,5459521,Credit_Cash_Management,FALSE,TRUE,1.012333506,0.031625623,32.00991531,15,716,0.03124032,Poor,811,17.77,5,3.56893641
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Comdata,245136651,1343,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6033,17.4,2,3.965517241
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,DLL,245136651,1343,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6034,8.4,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Fifth Third Bank,245136651,1343,0.042,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,2,73,inf,Excellent,1273,15.58,2,4.46084724
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Bank (TN),245136651,1343,0.041,171868,Credit_Cash_Management,FALSE,TRUE,0.017100268,0.031625623,0.54070929,13,536,1.849422634,Good,1289,14.57,3,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Citizens National Bank,245136651,1343,0.026,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,5,121,inf,Excellent,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Farmers and Merchants National Bank,245136651,1343,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,11,463,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Horizon,245136651,1343,0.036,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,4,90,inf,Excellent,1360,51.49,7,4.722081958
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,JPMorgan,245136651,1343,0.026,2572569,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,49.59,11,4.208106473
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Morgan Stanley Dean Witter,245136651,1343,0.014,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2227,9,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,PayPal,245136651,1343,0,10259,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,26.69,4,3.370550768
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Pinnacle Financial,245136651,1343,0.457,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,1,1,inf,Excellent,4694,198.5,22,4.845843829
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Regions Bank,245136651,1343,0.089,578443,Credit_Cash_Management,FALSE,TRUE,0.02651321,0.031625623,0.838345868,14,550,1.192825107,Good,2665,84.28,10,4.237778832
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Renasant Bank,245136651,1343,0.008,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,8,264,inf,Good,4496,8.4,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Sage Payment Solutions,245136651,1343,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6046,12.6,2,4.666666667
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,ServisFirst Bank,245136651,1343,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,12,464,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Toyota Financial Services,245136651,1343,0.026,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Truist,245136651,1343,0.009,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6590,56.44,9,3.40042523
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,US Bank,245136651,1343,0.026,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,63.91,16,4.475199499
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,United Community Bank,245136651,1343,0.005,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,10,312,inf,Good,3193,9,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wells Fargo ,245136651,1343,0.013,0,Credit_Cash_Management,TRUE,FALSE,0,0.031625623,0,7,199,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wilson Bank & Trust,245136651,1343,0.017,0,Credit_Cash_Management,FALSE,TRUE,0,0.031625623,0,6,175,inf,Good,3329,9,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Worldpay,245136651,1343,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6051,11.38,1,4
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Bank of America,2505216985,1343,0.098,57220021,Deposits,TRUE,FALSE,,,,,,,,4836,84.33,14,4.331673189
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,CIBC,2505216985,1343,0.016,0,Deposits,FALSE,TRUE,0,0.028323431,0,5,212,inf,Good,628,3.94,1,4
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Citi,2505216985,1343,0.003,0,Deposits,TRUE,FALSE,,,,,,,,804,39,12,4.595897436
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Fifth Third Bank,2505216985,1343,0.011,0,Deposits,FALSE,TRUE,0,0.028323431,0,8,253,inf,Good,1273,15.58,2,4.46084724
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Bank (TN),2505216985,1343,0.055,8209552,Deposits,FALSE,TRUE,0.059581498,0.028323431,2.103611607,11,557,0.475372924,Poor,1289,14.57,3,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Citizens National Bank,2505216985,1343,0.025,0,Deposits,FALSE,TRUE,0,0.028323431,0,3,146,inf,Excellent,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Farmers and Merchants National Bank,2505216985,1343,0.014,0,Deposits,FALSE,TRUE,0,0.028323431,0,7,227,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Horizon,2505216985,1343,0.038,0,Deposits,FALSE,TRUE,0,0.028323431,0,2,99,inf,Excellent,1360,51.49,7,4.722081958
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,JPMorgan,2505216985,1343,0.057,69423778,Deposits,TRUE,FALSE,,,,,,,,1804,49.59,11,4.208106473
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Pinnacle Financial,2505216985,1343,0.507,0,Deposits,FALSE,TRUE,0,0.028323431,0,1,1,inf,Excellent,4694,198.5,22,4.845843829
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Regions Bank,2505216985,1343,0.069,46568743,Deposits,FALSE,TRUE,0.269401542,0.028323431,9.511613937,12,631,0.105134629,Poor,2665,84.28,10,4.237778832
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Renasant Bank,2505216985,1343,0.004,0,Deposits,FALSE,TRUE,0,0.028323431,0,9,367,inf,Good,4496,8.4,1,5
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Sage Payment Solutions,2505216985,1343,0.024,0,Deposits,TRUE,FALSE,,,,,,,,6046,12.6,2,4.666666667
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,ServisFirst Bank,2505216985,1343,0,0,Deposits,FALSE,TRUE,0,0.028323431,0,10,450,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Truist,2505216985,1343,0.027,0,Deposits,TRUE,FALSE,,,,,,,,6590,56.44,9,3.40042523
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,US Bank,2505216985,1343,0.018,0,Deposits,TRUE,FALSE,,,,,,,,3141,63.91,16,4.475199499
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wells Fargo ,2505216985,1343,0.018,0,Deposits,TRUE,FALSE,0,0.028323431,0,4,194,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wilson Bank & Trust,2505216985,1343,0.015,0,Deposits,FALSE,TRUE,0,0.028323431,0,6,219,inf,Good,3329,9,1,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Amarillo National Bank,212732652,1316,0.008,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,8,265,inf,Good,158,7.34,1,3
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,BMO,212732652,1316,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Bank of America,212732652,1316,0.055,251863,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,162.39,18,3.980540674
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Broadway National Bank,212732652,1316,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,11,293,inf,Good,584,29.36,2,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Comerica Bank,212732652,1316,0.019,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,4,165,inf,Good,868,28.98,5,4.253278123
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First Citizens Bank & Trust (NC/VA),212732652,1316,0.049,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,3,60,inf,Excellent,1299,14.68,1,4
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First National Bank (TX),212732652,1316,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,17,431,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Frost Bank,212732652,1316,0.162,606220,Credit_Cash_Management,FALSE,TRUE,0.017590618,0.006521007,2.697530864,18,635,0.370709382,Poor,4940,169.7,16,4.479493223
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,"Independent Bank (CO,TX)",212732652,1316,0.007,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,9,275,inf,Good,4941,29.36,2,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Int'l Bank of Commerce (TX),212732652,1316,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,13,335,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,JPMorgan,212732652,1316,0.149,4865147,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,225.89,20,4.384302094
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Morgan Stanley Dean Witter,212732652,1316,0.006,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2227,5.89,1,4
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PNC Bank,212732652,1316,0.128,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,78.97,7,3.615423579
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PlainsCapital Bank,212732652,1316,0.06,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,2,43,inf,Excellent,2547,40.75,4,4.531042945
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Prosperity Bank,212732652,1316,0.01,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,6,235,inf,Good,2581,26.46,3,4.777399849
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,RBC Capital Markets,212732652,1316,0.019,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Silicon Valley Bank,212732652,1316,0.015,3243196,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Southside Bank (TX),212732652,1316,0.012,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,5,215,inf,Good,6855,9.87,1,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Sunflower Bank,212732652,1316,0.002,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,14,389,inf,Good,7004,14.68,1,3
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Susser Bank,212732652,1316,0.007,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,10,276,inf,Good,7005,14.68,1,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Capital Bank,212732652,1316,0.07,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,1,36,inf,Excellent,3055,70.64,8,4.479331823
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Regional Bank,212732652,1316,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,12,294,inf,Good,7006,14.68,1,5
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Third Coast Bank,212732652,1316,0.002,0,Credit_Cash_Management,FALSE,TRUE,0,0.006521007,0,15,390,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,US Bank,212732652,1316,0.005,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,17.67,3,4.666666667
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Vanguard,212732652,1316,0.041,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3218,26.45,2,5
